room,start time,end time,mean,std,min,median,max,sun,diff,preMean,preStd,preMin,preMedian,preMax,preSun,preDiff
2,2016/01/05 12:37:18,2016/01/05 12:37:36,575.16575,5.8842778038,563.85,574.3575,601.605,3,37.755,578.90825,4.3324315645,569.43,578.025,597.51,3,28.08
2,2016/01/05 12:37:36,2016/01/05 12:37:54,579.46375,6.84059940681,563.58,581.04,594.675,3,31.095,575.16575,5.8842778038,563.85,574.3575,601.605,3,37.755
2,2016/01/05 12:37:55,2016/01/05 12:38:13,583.514,4.98658688034,563.58,582.525,598.68,3,35.1,579.46375,6.84059940681,563.58,581.04,594.675,3,31.095
2,2016/01/05 12:38:13,2016/01/05 12:38:31,587.75225,4.65043802451,577.845,587.025,598.95,3,21.105,583.514,4.98658688034,563.58,582.525,598.68,3,35.1
2,2016/01/05 12:38:31,2016/01/05 12:38:50,584.8255,4.57354754855,562.68,583.425,596.385,3,33.705,587.75225,4.65043802451,577.845,587.025,598.95,3,21.105
2,2016/01/05 12:38:50,2016/01/05 12:39:08,585.60325,3.71385066002,579.555,584.595,594.405,3,14.85,584.8255,4.57354754855,562.68,583.425,596.385,3,33.705
2,2016/01/05 12:39:08,2016/01/05 12:39:26,587.67075,22.6426735316,484.695,585.6975,640.125,3,155.43,585.60325,3.71385066002,579.555,584.595,594.405,3,14.85
2,2016/01/05 12:39:26,2016/01/05 12:39:44,552.06325,24.8823806685,528.21,546.1425,662.985,3,134.775,587.67075,22.6426735316,484.695,585.6975,640.125,3,155.43
2,2016/01/05 12:39:44,2016/01/05 12:40:03,550.75,7.26086650492,541.62,548.415,574.02,3,32.4,552.06325,24.8823806685,528.21,546.1425,662.985,3,134.775
2,2016/01/05 12:40:03,2016/01/05 12:40:21,543.36475,5.6519181565,534.33,542.655,564.525,3,30.195,550.75,7.26086650492,541.62,548.415,574.02,3,32.4
2,2016/01/05 12:40:21,2016/01/05 12:40:39,538.88525,6.23889590745,527.67,536.715,560.61,3,32.94,543.36475,5.6519181565,534.33,542.655,564.525,3,30.195
2,2016/01/05 12:40:39,2016/01/05 12:40:57,557.3565,22.5464157051,530.55,550.98,616.77,3,86.22,538.88525,6.23889590745,527.67,536.715,560.61,3,32.94
2,2016/01/05 12:40:57,2016/01/05 12:41:15,568.9955,12.1938494788,513.315,568.26,604.17,3,90.855,557.3565,22.5464157051,530.55,550.98,616.77,3,86.22
2,2016/01/05 12:41:15,2016/01/05 12:41:33,563.069,5.38952046457,544.95,562.2525,584.325,3,39.375,568.9955,12.1938494788,513.315,568.26,604.17,3,90.855
2,2016/01/05 12:41:34,2016/01/05 12:41:52,564.249,31.3971193676,485.01,562.2975,674.19,3,189.18,563.069,5.38952046457,544.95,562.2525,584.325,3,39.375
2,2016/01/05 12:41:52,2016/01/05 12:42:10,559.37625,13.1597119952,501.795,559.125,586.305,3,84.51,564.249,31.3971193676,485.01,562.2975,674.19,3,189.18
2,2016/01/05 12:42:10,2016/01/05 12:42:28,555.71275,19.8470408998,532.395,544.185,607.05,3,74.655,559.37625,13.1597119952,501.795,559.125,586.305,3,84.51
2,2016/01/05 12:42:28,2016/01/05 12:42:46,573.7395,22.755823026,541.35,567.045,634.635,3,93.285,555.71275,19.8470408998,532.395,544.185,607.05,3,74.655
2,2016/01/05 12:42:46,2016/01/05 12:43:04,605.537,12.5931153777,585.0,602.3925,634.905,3,49.905,573.7395,22.755823026,541.35,567.045,634.635,3,93.285
2,2016/01/05 12:43:04,2016/01/05 12:43:23,537.775,90.2229004966,216.63,583.1325,608.355,3,391.725,605.537,12.5931153777,585.0,602.3925,634.905,3,49.905
2,2016/01/05 12:43:23,2016/01/05 12:43:41,517.3415,14.5646353365,472.815,522.135,550.305,3,77.49,537.775,90.2229004966,216.63,583.1325,608.355,3,391.725
2,2016/01/05 12:43:41,2016/01/05 12:43:59,502.25925,24.0734478576,464.85,505.26,547.56,3,82.71,517.3415,14.5646353365,472.815,522.135,550.305,3,77.49
2,2016/01/05 12:43:59,2016/01/05 12:44:17,486.45475,30.5358104466,451.395,472.7025,582.75,3,131.355,502.25925,24.0734478576,464.85,505.26,547.56,3,82.71
2,2016/01/05 12:44:18,2016/01/05 12:44:36,521.59325,18.9516616544,426.105,525.9825,551.835,3,125.73,486.45475,30.5358104466,451.395,472.7025,582.75,3,131.355
2,2016/01/05 12:44:36,2016/01/05 12:44:54,430.3115,57.836766505,311.985,413.1,547.695,3,235.71,521.59325,18.9516616544,426.105,525.9825,551.835,3,125.73
2,2016/01/05 12:44:54,2016/01/05 12:45:12,368.34375,7.92854840771,355.32,367.155,389.97,3,34.65,430.3115,57.836766505,311.985,413.1,547.695,3,235.71
2,2016/01/05 12:45:12,2016/01/05 12:45:30,341.006,8.25245122549,317.205,340.065,359.01,3,41.805,368.34375,7.92854840771,355.32,367.155,389.97,3,34.65
2,2016/01/05 12:45:30,2016/01/05 12:45:49,346.03525,5.27783208612,334.845,344.295,357.795,3,22.95,341.006,8.25245122549,317.205,340.065,359.01,3,41.805
2,2016/01/05 12:45:49,2016/01/05 12:46:07,424.46975,169.816411658,334.98,346.7025,884.79,3,549.81,346.03525,5.27783208612,334.845,344.295,357.795,3,22.95
2,2016/01/05 12:46:07,2016/01/05 12:46:25,454.8315,167.61645293,348.165,377.8875,883.395,3,535.23,424.46975,169.816411658,334.98,346.7025,884.79,3,549.81
2,2016/01/05 12:46:25,2016/01/05 12:46:43,381.9175,59.0130322637,333.9,346.7025,491.085,3,157.185,454.8315,167.61645293,348.165,377.8875,883.395,3,535.23
2,2016/01/05 12:46:43,2016/01/05 12:47:02,380.929,70.544078012,299.34,346.005,490.725,3,191.385,381.9175,59.0130322637,333.9,346.7025,491.085,3,157.185
2,2016/01/05 12:47:02,2016/01/05 12:47:20,273.1815,17.2347501769,230.085,273.6225,306.36,3,76.275,380.929,70.544078012,299.34,346.005,490.725,3,191.385
2,2016/01/05 12:47:20,2016/01/05 12:47:39,318.63725,129.4826291,220.275,243.2925,554.67,3,334.395,273.1815,17.2347501769,230.085,273.6225,306.36,3,76.275
2,2016/01/05 12:47:39,2016/01/05 12:47:57,513.4155,20.4735775428,471.375,507.555,608.49,3,137.115,318.63725,129.4826291,220.275,243.2925,554.67,3,334.395
2,2016/01/05 12:47:57,2016/01/05 12:48:15,499.90475,5.0600616971,475.875,498.87,511.65,3,35.775,513.4155,20.4735775428,471.375,507.555,608.49,3,137.115
2,2016/01/05 12:48:15,2016/01/05 12:48:34,521.061,9.41120456375,483.84,520.47,549.63,3,65.79,499.90475,5.0600616971,475.875,498.87,511.65,3,35.775
2,2016/01/05 12:48:34,2016/01/05 12:48:52,511.54475,3.60577172623,505.71,510.975,526.86,3,21.15,521.061,9.41120456375,483.84,520.47,549.63,3,65.79
2,2016/01/05 12:48:52,2016/01/05 12:49:10,503.30975,6.45672524697,486.81,503.64,519.84,3,33.03,511.54475,3.60577172623,505.71,510.975,526.86,3,21.15
2,2016/01/05 12:49:10,2016/01/05 12:49:29,504.3315,5.44875594175,492.3,503.2125,518.535,3,26.235,503.30975,6.45672524697,486.81,503.64,519.84,3,33.03
2,2016/01/05 12:49:29,2016/01/05 12:49:47,502.165,7.26890267437,475.425,501.6375,523.62,3,48.195,504.3315,5.44875594175,492.3,503.2125,518.535,3,26.235
2,2016/01/05 12:49:47,2016/01/05 12:50:05,534.40125,45.216997468,489.96,513.1575,667.62,3,177.66,502.165,7.26890267437,475.425,501.6375,523.62,3,48.195
2,2016/01/05 12:50:06,2016/01/05 12:50:24,507.435,75.9328796174,221.715,527.265,572.085,3,350.37,534.40125,45.216997468,489.96,513.1575,667.62,3,177.66
2,2016/01/05 12:50:24,2016/01/05 12:50:42,336.349,39.3421764578,234.315,350.505,477.45,3,243.135,507.435,75.9328796174,221.715,527.265,572.085,3,350.37
2,2016/01/05 12:50:42,2016/01/05 12:51:00,301.73825,45.3645926688,258.795,270.9,370.845,3,112.05,336.349,39.3421764578,234.315,350.505,477.45,3,243.135
2,2016/01/05 12:51:00,2016/01/05 12:51:18,365.24075,3.52289219342,351.63,364.095,385.92,3,34.29,301.73825,45.3645926688,258.795,270.9,370.845,3,112.05
2,2016/01/05 12:51:18,2016/01/05 12:51:36,540.30975,165.889606775,361.08,551.88,876.33,3,515.25,365.24075,3.52289219342,351.63,364.095,385.92,3,34.29
2,2016/01/05 12:51:36,2016/01/05 12:51:54,734.66925,115.193359547,566.685,749.385,913.77,3,347.085,540.30975,165.889606775,361.08,551.88,876.33,3,515.25
2,2016/01/05 12:51:54,2016/01/05 12:52:12,861.805,37.6612381901,724.545,857.4975,929.835,3,205.29,734.66925,115.193359547,566.685,749.385,913.77,3,347.085
2,2016/01/05 12:52:13,2016/01/05 12:52:31,836.4145,47.4928890387,781.29,805.86,917.955,3,136.665,861.805,37.6612381901,724.545,857.4975,929.835,3,205.29
2,2016/01/05 12:52:31,2016/01/05 12:52:49,805.84625,96.9494439537,600.39,838.665,934.29,3,333.9,836.4145,47.4928890387,781.29,805.86,917.955,3,136.665
2,2016/01/05 12:52:49,2016/01/05 12:53:07,581.05525,60.3816833244,328.68,595.62,683.1,3,354.42,805.84625,96.9494439537,600.39,838.665,934.29,3,333.9
2,2016/01/05 12:53:08,2016/01/05 12:53:26,674.89225,121.484296518,530.82,672.525,976.095,3,445.275,581.05525,60.3816833244,328.68,595.62,683.1,3,354.42
2,2016/01/05 12:53:26,2016/01/05 12:53:44,656.43625,39.7719591672,499.05,666.99,738.18,3,239.13,674.89225,121.484296518,530.82,672.525,976.095,3,445.275
2,2016/01/05 12:53:44,2016/01/05 12:54:02,657.1125,62.6645086361,567.36,663.525,816.39,3,249.03,656.43625,39.7719591672,499.05,666.99,738.18,3,239.13
2,2016/01/05 12:54:02,2016/01/05 12:54:20,646.628,44.0028285677,579.51,632.6325,752.04,3,172.53,657.1125,62.6645086361,567.36,663.525,816.39,3,249.03
2,2016/01/05 12:54:20,2016/01/05 12:54:38,667.56,30.0625755763,618.84,663.7275,737.865,3,119.025,646.628,44.0028285677,579.51,632.6325,752.04,3,172.53
2,2016/01/05 12:54:38,2016/01/05 12:54:57,663.79,73.2770244141,480.015,664.9875,815.445,3,335.43,667.56,30.0625755763,618.84,663.7275,737.865,3,119.025
2,2016/01/05 12:54:57,2016/01/05 12:55:16,718.011,42.8310249389,640.395,725.4,829.98,3,189.585,663.79,73.2770244141,480.015,664.9875,815.445,3,335.43
2,2016/01/05 12:55:16,2016/01/05 12:55:34,756.58925,50.6701309889,667.935,745.7175,922.95,3,255.015,718.011,42.8310249389,640.395,725.4,829.98,3,189.585
2,2016/01/05 12:55:34,2016/01/05 12:55:53,749.68375,13.2580503833,721.8,749.5425,788.04,3,66.24,756.58925,50.6701309889,667.935,745.7175,922.95,3,255.015
2,2016/01/05 12:55:53,2016/01/05 12:56:11,668.952,86.6011963363,563.22,650.3625,818.73,3,255.51,749.68375,13.2580503833,721.8,749.5425,788.04,3,66.24
2,2016/01/05 12:56:11,2016/01/05 12:56:29,822.11175,44.6548080187,683.325,826.695,884.52,3,201.195,668.952,86.6011963363,563.22,650.3625,818.73,3,255.51
2,2016/01/05 12:56:30,2016/01/05 12:56:48,763.7675,103.353134633,569.61,811.17,877.05,3,307.44,822.11175,44.6548080187,683.325,826.695,884.52,3,201.195
2,2016/01/05 12:56:48,2016/01/05 12:57:06,667.67425,60.9241865367,533.835,676.0575,768.735,3,234.9,763.7675,103.353134633,569.61,811.17,877.05,3,307.44
2,2016/01/05 12:57:06,2016/01/05 12:57:24,560.677,93.8844629292,358.83,523.5525,747.54,3,388.71,667.67425,60.9241865367,533.835,676.0575,768.735,3,234.9
2,2016/01/05 12:57:24,2016/01/05 12:57:42,472.6925,13.0473531799,439.515,471.825,524.655,3,85.14,560.677,93.8844629292,358.83,523.5525,747.54,3,388.71
2,2016/01/05 12:57:42,2016/01/05 12:58:01,501.69725,8.05130872243,488.52,501.1875,517.5,3,28.98,472.6925,13.0473531799,439.515,471.825,524.655,3,85.14
2,2016/01/05 12:58:01,2016/01/05 12:58:19,466.17875,45.9460173771,402.75,497.0025,526.275,3,123.525,501.69725,8.05130872243,488.52,501.1875,517.5,3,28.98
2,2016/01/05 12:58:19,2016/01/05 12:58:37,490.43175,78.4309361501,402.21,481.005,697.95,3,295.74,466.17875,45.9460173771,402.75,497.0025,526.275,3,123.525
2,2016/01/05 12:58:37,2016/01/05 12:58:55,491.8435,51.961848359,408.06,504.6525,585.81,3,177.75,490.43175,78.4309361501,402.21,481.005,697.95,3,295.74
2,2016/01/05 12:58:55,2016/01/05 12:59:13,539.776,55.375178894,480.285,517.725,683.325,3,203.04,491.8435,51.961848359,408.06,504.6525,585.81,3,177.75
2,2016/01/05 12:59:13,2016/01/05 12:59:31,625.371,95.6632339745,439.965,658.8225,755.01,3,315.045,539.776,55.375178894,480.285,517.725,683.325,3,203.04
2,2016/01/05 12:59:32,2016/01/05 12:59:50,571.97375,88.1294342882,380.565,539.775,830.7,3,450.135,625.371,95.6632339745,439.965,658.8225,755.01,3,315.045
2,2016/01/05 12:59:50,2016/01/05 13:00:08,781.93125,81.1041218873,643.095,839.2275,856.89,3,213.795,571.97375,88.1294342882,380.565,539.775,830.7,3,450.135
2,2016/01/05 13:00:08,2016/01/05 13:00:26,656.32875,67.9841455492,542.43,669.3525,763.47,3,221.04,781.93125,81.1041218873,643.095,839.2275,856.89,3,213.795
2,2016/01/05 13:00:26,2016/01/05 13:00:45,651.4865,96.650468865,386.145,658.4625,821.43,3,435.285,656.32875,67.9841455492,542.43,669.3525,763.47,3,221.04
2,2016/01/05 13:00:45,2016/01/05 13:01:03,667.56275,147.808922775,351.63,709.1775,839.07,3,487.44,651.4865,96.650468865,386.145,658.4625,821.43,3,435.285
2,2016/01/05 13:01:03,2016/01/05 13:01:21,704.09175,31.5193187478,603.135,689.9625,773.955,3,170.82,667.56275,147.808922775,351.63,709.1775,839.07,3,487.44
2,2016/01/05 13:01:21,2016/01/05 13:01:40,692.061,60.434077313,547.11,721.53,758.925,3,211.815,704.09175,31.5193187478,603.135,689.9625,773.955,3,170.82
2,2016/01/05 13:01:40,2016/01/05 13:01:58,838.91325,110.570159903,560.97,888.615,913.545,3,352.575,692.061,60.434077313,547.11,721.53,758.925,3,211.815
2,2016/01/05 13:01:58,2016/01/05 13:02:16,820.82025,89.5128446188,584.64,867.69,897.75,3,313.11,838.91325,110.570159903,560.97,888.615,913.545,3,352.575
2,2016/01/05 13:02:16,2016/01/05 13:02:35,532.95125,12.5056637993,510.3,529.11,593.325,3,83.025,820.82025,89.5128446188,584.64,867.69,897.75,3,313.11
2,2016/01/05 13:02:35,2016/01/05 13:02:53,548.29125,7.04425795076,527.31,546.795,578.88,3,51.57,532.95125,12.5056637993,510.3,529.11,593.325,3,83.025
2,2016/01/05 13:02:53,2016/01/05 13:03:11,578.72725,39.8083699765,545.535,563.04,692.955,3,147.42,548.29125,7.04425795076,527.31,546.795,578.88,3,51.57
2,2016/01/05 13:03:11,2016/01/05 13:03:29,561.37275,5.89818434507,543.105,561.555,579.78,3,36.675,578.72725,39.8083699765,545.535,563.04,692.955,3,147.42
2,2016/01/05 13:03:29,2016/01/05 13:03:47,652.71675,84.0257467516,530.28,635.985,757.89,3,227.61,561.37275,5.89818434507,543.105,561.555,579.78,3,36.675
2,2016/01/05 13:03:47,2016/01/05 13:04:06,719.18725,61.1502892603,573.66,747.4725,772.92,3,199.26,652.71675,84.0257467516,530.28,635.985,757.89,3,227.61
2,2016/01/05 13:04:06,2016/01/05 13:04:24,627.229,7.2814785011,614.115,627.6825,641.97,3,27.855,719.18725,61.1502892603,573.66,747.4725,772.92,3,199.26
2,2016/01/05 13:04:24,2016/01/05 13:04:42,621.29,19.8338149543,596.88,622.35,741.105,3,144.225,627.229,7.2814785011,614.115,627.6825,641.97,3,27.855
2,2016/01/05 13:04:42,2016/01/05 13:05:00,594.13775,13.6917635833,580.86,592.74,738.405,3,157.545,621.29,19.8338149543,596.88,622.35,741.105,3,144.225
2,2016/01/05 13:05:01,2016/01/05 13:05:19,575.245,4.80928039658,562.635,575.19,590.76,3,28.125,594.13775,13.6917635833,580.86,592.74,738.405,3,157.545
2,2016/01/05 13:05:19,2016/01/05 13:05:37,562.30325,4.70746434122,546.525,562.1175,575.235,3,28.71,575.245,4.80928039658,562.635,575.19,590.76,3,28.125
2,2016/01/05 13:05:37,2016/01/05 13:05:55,571.4405,5.67838497231,561.195,570.6225,585.765,3,24.57,562.30325,4.70746434122,546.525,562.1175,575.235,3,28.71
2,2016/01/05 13:05:55,2016/01/05 13:06:13,570.04675,7.02735062712,558.135,570.96,586.53,3,28.395,571.4405,5.67838497231,561.195,570.6225,585.765,3,24.57
2,2016/01/05 13:06:13,2016/01/05 13:06:32,565.868,49.5216329418,457.56,573.0525,739.62,3,282.06,570.04675,7.02735062712,558.135,570.96,586.53,3,28.395
2,2016/01/05 13:06:32,2016/01/05 13:06:50,472.5725,24.4250920785,449.46,464.58,558.09,3,108.63,565.868,49.5216329418,457.56,573.0525,739.62,3,282.06
2,2016/01/05 13:06:51,2016/01/05 13:07:09,455.5035,5.45944217943,440.955,453.78,469.305,3,28.35,472.5725,24.4250920785,449.46,464.58,558.09,3,108.63
2,2016/01/05 13:07:09,2016/01/05 13:07:27,447.65875,8.5050743952,421.92,447.0975,466.155,3,44.235,455.5035,5.45944217943,440.955,453.78,469.305,3,28.35
2,2016/01/05 13:07:27,2016/01/05 13:07:45,413.2455,30.4832460812,382.995,394.5825,501.57,3,118.575,447.65875,8.5050743952,421.92,447.0975,466.155,3,44.235
2,2016/01/05 13:07:45,2016/01/05 13:08:03,407.32025,24.9742827908,369.54,400.4325,484.2,3,114.66,413.2455,30.4832460812,382.995,394.5825,501.57,3,118.575
2,2016/01/05 13:08:03,2016/01/05 13:08:21,388.88475,25.6838721991,298.125,395.1,412.02,3,113.895,407.32025,24.9742827908,369.54,400.4325,484.2,3,114.66
2,2016/01/05 13:08:21,2016/01/05 13:08:39,304.54825,3.04615429659,296.865,304.11,310.32,3,13.455,388.88475,25.6838721991,298.125,395.1,412.02,3,113.895
2,2016/01/05 13:08:40,2016/01/05 13:08:58,300.91975,3.01769660739,281.835,300.195,314.955,3,33.12,304.54825,3.04615429659,296.865,304.11,310.32,3,13.455
2,2016/01/05 13:08:58,2016/01/05 13:09:16,298.55575,3.93262320498,292.365,297.765,315.855,3,23.49,300.91975,3.01769660739,281.835,300.195,314.955,3,33.12
2,2016/01/05 13:09:16,2016/01/05 13:09:34,368.7955,87.359901437,291.87,383.3775,614.475,3,322.605,298.55575,3.93262320498,292.365,297.765,315.855,3,23.49
2,2016/01/05 13:09:35,2016/01/05 13:09:53,570.06225,17.4861640538,545.445,564.705,635.805,3,90.36,368.7955,87.359901437,291.87,383.3775,614.475,3,322.605
2,2016/01/05 13:09:53,2016/01/05 13:10:11,542.27425,35.006842653,455.625,557.7075,588.24,3,132.615,570.06225,17.4861640538,545.445,564.705,635.805,3,90.36
2,2016/01/05 13:10:11,2016/01/05 13:10:30,504.3335,64.4228321303,405.9,518.58,615.285,3,209.385,542.27425,35.006842653,455.625,557.7075,588.24,3,132.615
2,2016/01/05 13:10:30,2016/01/05 13:10:48,405.02675,20.0089630578,362.52,414.2925,440.325,3,77.805,504.3335,64.4228321303,405.9,518.58,615.285,3,209.385
2,2016/01/05 13:10:48,2016/01/05 13:11:06,427.26275,21.9476589484,407.79,416.5425,479.385,3,71.595,405.02675,20.0089630578,362.52,414.2925,440.325,3,77.805
2,2016/01/05 13:11:06,2016/01/05 13:11:24,372.57325,56.6563498576,327.51,335.1375,494.28,3,166.77,427.26275,21.9476589484,407.79,416.5425,479.385,3,71.595
2,2016/01/05 13:11:24,2016/01/05 13:11:42,330.314,3.88871969854,325.71,328.86,351.45,3,25.74,372.57325,56.6563498576,327.51,335.1375,494.28,3,166.77
2,2016/01/05 13:11:42,2016/01/05 13:12:01,329.6,3.30945876518,324.135,328.0275,337.68,3,13.545,330.314,3.88871969854,325.71,328.86,351.45,3,25.74
2,2016/01/05 13:12:01,2016/01/05 13:12:19,330.43175,3.1353852006,317.16,329.535,337.41,3,20.25,329.6,3.30945876518,324.135,328.0275,337.68,3,13.545
2,2016/01/05 13:12:19,2016/01/05 13:12:37,365.3355,42.5439015189,327.105,355.635,463.32,3,136.215,330.43175,3.1353852006,317.16,329.535,337.41,3,20.25
2,2016/01/05 13:12:37,2016/01/05 13:12:55,435.9495,8.39885560341,427.95,433.4175,473.715,3,45.765,365.3355,42.5439015189,327.105,355.635,463.32,3,136.215
2,2016/01/05 13:12:56,2016/01/05 13:13:14,455.885,19.0900778434,368.37,454.5675,507.69,3,139.32,435.9495,8.39885560341,427.95,433.4175,473.715,3,45.765
2,2016/01/05 13:13:14,2016/01/05 13:13:32,451.00075,4.01031496398,444.6,449.4825,460.845,3,16.245,455.885,19.0900778434,368.37,454.5675,507.69,3,139.32
2,2016/01/05 13:13:32,2016/01/05 13:13:50,452.5765,5.63679647966,440.325,451.62,479.475,3,39.15,451.00075,4.01031496398,444.6,449.4825,460.845,3,16.245
2,2016/01/05 13:13:50,2016/01/05 13:14:08,473.59025,8.25531517075,457.965,474.1875,505.98,3,48.015,452.5765,5.63679647966,440.325,451.62,479.475,3,39.15
2,2016/01/05 13:14:08,2016/01/05 13:14:26,502.64775,34.3399233887,419.31,494.01,633.6,3,214.29,473.59025,8.25531517075,457.965,474.1875,505.98,3,48.015
2,2016/01/05 13:14:26,2016/01/05 13:14:44,489.132,8.20665342894,469.845,488.97,513.36,3,43.515,502.64775,34.3399233887,419.31,494.01,633.6,3,214.29
2,2016/01/05 13:14:45,2016/01/05 13:15:03,494.3295,17.8993618149,457.695,489.1725,530.19,3,72.495,489.132,8.20665342894,469.845,488.97,513.36,3,43.515
2,2016/01/05 13:15:03,2016/01/05 13:15:21,518.94725,40.0564847074,470.205,505.8225,636.03,3,165.825,494.3295,17.8993618149,457.695,489.1725,530.19,3,72.495
2,2016/01/05 13:15:21,2016/01/05 13:15:39,575.84625,68.6223160822,484.425,566.9775,720.27,3,235.845,518.94725,40.0564847074,470.205,505.8225,636.03,3,165.825
2,2016/01/05 13:15:39,2016/01/05 13:15:57,646.84675,130.609108388,343.8,621.4725,912.96,3,569.16,575.84625,68.6223160822,484.425,566.9775,720.27,3,235.845
2,2016/01/05 13:15:57,2016/01/05 13:16:15,866.71825,36.2728749458,785.97,875.5425,940.32,3,154.35,646.84675,130.609108388,343.8,621.4725,912.96,3,569.16
2,2016/01/05 13:16:16,2016/01/05 13:16:34,825.57475,48.6775820469,724.86,829.44,898.74,3,173.88,866.71825,36.2728749458,785.97,875.5425,940.32,3,154.35
2,2016/01/05 13:16:34,2016/01/05 13:16:52,791.2175,67.4632997529,716.445,752.085,922.365,3,205.92,825.57475,48.6775820469,724.86,829.44,898.74,3,173.88
2,2016/01/05 13:16:52,2016/01/05 13:17:10,660.0385,83.8764340375,549.45,599.2875,767.52,3,218.07,791.2175,67.4632997529,716.445,752.085,922.365,3,205.92
2,2016/01/05 13:17:10,2016/01/05 13:17:28,611.60925,65.7372755907,551.43,588.195,822.24,3,270.81,660.0385,83.8764340375,549.45,599.2875,767.52,3,218.07
2,2016/01/05 13:17:28,2016/01/05 13:17:47,629.01375,39.3005853364,598.995,617.0625,817.83,3,218.835,611.60925,65.7372755907,551.43,588.195,822.24,3,270.81
2,2016/01/05 13:17:47,2016/01/05 13:18:05,707.29,48.9016329199,614.475,710.235,787.41,3,172.935,629.01375,39.3005853364,598.995,617.0625,817.83,3,218.835
2,2016/01/05 13:18:05,2016/01/05 13:18:23,767.13025,15.1789872149,724.23,768.3975,803.475,3,79.245,707.29,48.9016329199,614.475,710.235,787.41,3,172.935
2,2016/01/05 13:18:23,2016/01/05 13:18:42,750.3895,37.9144497377,646.92,749.925,815.58,3,168.66,767.13025,15.1789872149,724.23,768.3975,803.475,3,79.245
2,2016/01/05 13:18:42,2016/01/05 13:19:00,746.47775,85.3871265307,543.33,770.85,908.685,3,365.355,750.3895,37.9144497377,646.92,749.925,815.58,3,168.66
2,2016/01/05 13:19:00,2016/01/05 13:19:18,730.29675,96.816033452,604.71,689.4225,894.6,3,289.89,746.47775,85.3871265307,543.33,770.85,908.685,3,365.355
2,2016/01/05 13:19:18,2016/01/05 13:19:37,781.13375,56.9387921414,666.9,789.48,868.905,3,202.005,730.29675,96.816033452,604.71,689.4225,894.6,3,289.89
2,2016/01/05 13:19:37,2016/01/05 13:19:55,751.339,72.6372831215,498.825,747.225,861.255,3,362.43,781.13375,56.9387921414,666.9,789.48,868.905,3,202.005
2,2016/01/05 13:19:55,2016/01/05 13:20:13,694.38075,105.793240206,498.735,714.015,824.31,3,325.575,751.339,72.6372831215,498.825,747.225,861.255,3,362.43
2,2016/01/05 13:20:13,2016/01/05 13:20:32,717.26975,78.2627558066,525.24,737.1225,830.115,3,304.875,694.38075,105.793240206,498.735,714.015,824.31,3,325.575
2,2016/01/05 13:20:32,2016/01/05 13:20:50,774.302,58.9079577233,489.915,792.6525,834.165,3,344.25,717.26975,78.2627558066,525.24,737.1225,830.115,3,304.875
2,2016/01/05 13:20:50,2016/01/05 13:21:08,794.628,4.32764146097,783.225,795.15,803.88,3,20.655,774.302,58.9079577233,489.915,792.6525,834.165,3,344.25
2,2016/01/05 13:21:08,2016/01/05 13:21:26,795.62225,2.35084534155,792.45,794.88,803.7,3,11.25,794.628,4.32764146097,783.225,795.15,803.88,3,20.655
2,2016/01/05 13:21:26,2016/01/05 13:21:44,784.69975,81.5298240206,597.105,819.1125,864.27,3,267.165,795.62225,2.35084534155,792.45,794.88,803.7,3,11.25
2,2016/01/05 13:21:44,2016/01/05 13:22:03,606.56775,170.638032457,418.275,546.4575,895.725,3,477.45,784.69975,81.5298240206,597.105,819.1125,864.27,3,267.165
2,2016/01/05 13:22:03,2016/01/05 13:22:21,439.906,114.646417787,339.57,392.76,732.825,3,393.255,606.56775,170.638032457,418.275,546.4575,895.725,3,477.45
2,2016/01/05 13:22:21,2016/01/05 13:22:39,422.45575,37.8775815075,350.595,418.815,527.715,3,177.12,439.906,114.646417787,339.57,392.76,732.825,3,393.255
2,2016/01/05 13:22:39,2016/01/05 13:22:57,421.26125,8.93671814762,410.04,418.455,440.37,3,30.33,422.45575,37.8775815075,350.595,418.815,527.715,3,177.12
2,2016/01/05 13:22:57,2016/01/05 13:23:15,434.0315,34.9975355912,414.855,425.655,668.565,3,253.71,421.26125,8.93671814762,410.04,418.455,440.37,3,30.33
2,2016/01/05 13:23:15,2016/01/05 13:23:34,572.948,54.6432162232,484.11,558.6075,702.9,3,218.79,434.0315,34.9975355912,414.855,425.655,668.565,3,253.71
2,2016/01/05 13:23:34,2016/01/05 13:23:52,474.203,11.614203626,456.66,472.1175,499.23,3,42.57,572.948,54.6432162232,484.11,558.6075,702.9,3,218.79
2,2016/01/05 13:23:52,2016/01/05 13:24:10,461.738,6.34050772072,451.035,460.6875,475.695,3,24.66,474.203,11.614203626,456.66,472.1175,499.23,3,42.57
2,2016/01/05 13:24:10,2016/01/05 13:24:28,460.0,5.40101922411,442.44,459.63,474.525,3,32.085,461.738,6.34050772072,451.035,460.6875,475.695,3,24.66
2,2016/01/05 13:24:28,2016/01/05 13:24:46,452.066,5.25783523864,444.375,451.44,474.255,3,29.88,460.0,5.40101922411,442.44,459.63,474.525,3,32.085
2,2016/01/05 13:24:47,2016/01/05 13:25:05,449.62625,4.993979808,442.125,448.875,474.525,3,32.4,452.066,5.25783523864,444.375,451.44,474.255,3,29.88
2,2016/01/05 13:25:05,2016/01/05 13:25:23,528.87575,127.200178757,432.99,451.755,775.935,3,342.945,449.62625,4.993979808,442.125,448.875,474.525,3,32.4
